样品编号,Sourness_Score,尼古丁,总糖,还原糖,总氮,总钾,总氯,糖碱比,氮碱比,两糖比,两糖差,钾氯比,苹果酸,草酸,柠檬酸,丙二酸,乳酸,棕榈酸,硬脂酸,油酸,亚油酸,绿原酸,莨菪亭,芸香苷,叶黄素,胡萝卜素,茄酮,香叶基丙酮,beta-紫罗兰酮,氧化紫罗兰酮,降茄二酮,3-羟基-β-二氢大马酮,3-氧代-α-紫罗兰醇,巨豆三烯酮,二氢猕猴桃内酯,新植二烯,磷酸,甘油,脯氨酸,尼古丁2,二羟基丙酸,苹果酸2,三羟基丁酸,柠檬酸2,果糖,葡萄糖,肌醇,蔗糖,糠醛,糠醇,5-甲基糠醛,菠萝呋喃酮,麦芽酚,DDMP,γ-巴豆酰内酯,二氢猕猴桃内酯2,γ-丁内酯,苯酚,愈创木酚,邻甲酚,间甲酚,对甲酚,4-乙烯基愈创木酚,"2,6-二甲基苯酚","2,6-二甲氧基苯酚",丁香酚,异丁香酚,2-环戊烯酮,3-甲基-2-环戊烯酮,"2,3-二甲基-2-环戊烯酮",3-乙基-2-环戊烯酮,甲基环戊烯醇酮,乙基环戊烯醇酮,1-茚酮,巨豆三烯酮2,3-羟基-β-二氢大马酮2,3-氧代-α-紫罗兰醇2,乙酸,丙酸,丁酸,异戊酸,3-甲基戊酸,吡咯,乙酰基吡咯,2-吡咯烷酮,吡啶,2-甲基吡啶,3-甲基吡啶,3-乙基吡啶,3-羟基-6-甲基吡啶,"2,3'-联吡啶",尼古丁3,麦司明,尼可他因,2-甲基吡嗪,吲哚,3-甲基吲哚,喹啉,异戊酰胺,新植二烯2,苯甲醇,苯乙醇
S1,0.3,2.57 ,20.42 ,20.38 ,1.50 ,1.41 ,0.31 ,7.95 ,0.58 ,1.00 ,0.04 ,4.55 ,42.1000 ,13.6100 ,4.5500 ,2.8600 ,0.6000 ,1.6400 ,0.3400 ,0.2300 ,0.6800 ,6.4490 ,0.1350 ,7.3520 ,4.7570 ,0.0000 ,0.0761 ,0.0107 ,0.0376 ,0.2928 ,0.6923 ,0.2917 ,5.4946 ,0.1834 ,0.6481 ,0.2956 ,0.2493 ,0.1208 ,0.0947 ,1.0956 ,0.0414 ,0.9966 ,0.1900 ,0.0203 ,6.0632 ,8.5162 ,0.8433 ,0.0610 ,0.189410,0.700326,0.063761,0.062644,0.059633,0.058596,0.009030,0.003971,0.000551,0.141083,0.023570,0.004536,0.006255,0.006027,0.013371,0.001326,0.004168,0.000359,0.001995,0.028689,0.004064,0.062394,0.001287,0.061552,0.011336,0.001354,0.019481,0.004927,0.031246,0.228418,0.050591,0.009118,0.039975,0.270614,0.001267,0.007944,0.004065,0.071158,0.003766,0.010278,0.000920,0.002263,0.020888,5.106825,0.011337,0.004139,0.004286,0.002051,0.000579,0.003251,0.001452,0.022692,0.013799,0.012652
S2,0.44,2.39 ,19.50 ,18.92 ,1.40 ,0.64 ,0.16 ,8.16 ,0.59 ,0.97 ,0.58 ,4.00 ,40.8000 ,11.9300 ,4.9000 ,1.4700 ,0.3700 ,1.7400 ,0.3100 ,0.1400 ,0.6000 ,5.6840 ,0.0980 ,7.0400 ,6.2370 ,0.0000 ,0.0483 ,0.0086 ,0.0317 ,0.1930 ,0.3330 ,0.1993 ,4.5990 ,0.1392 ,0.6804 ,0.3057 ,0.2925 ,0.0806 ,0.0507 ,1.0507 ,0.0371 ,0.9054 ,0.2672 ,0.0194 ,5.8241 ,7.4046 ,0.7126 ,0.1881 ,0.193201,0.609586,0.115909,0.046690,0.064384,0.047027,0.046124,0.003759,0.010333,0.077122,0.013567,0.003172,0.004378,0.004414,0.009356,0.000682,0.002451,0.000208,0.000955,0.024637,0.005629,0.115909,0.000900,0.056003,0.008790,0.001089,0.012353,0.003980,0.027166,0.191082,0.043227,0.015102,0.029171,0.138628,0.001230,0.006317,0.003397,0.058097,0.003055,0.007198,0.000847,0.001791,0.019488,4.715264,0.005503,0.003916,0.004040,0.001467,0.000547,0.001763,0.001061,0.014634,0.009485,0.007102
S20,0.35,2.55 ,18.20 ,14.13 ,2.04 ,1.42 ,0.19 ,7.14 ,0.80 ,0.78 ,4.07 ,7.47 ,15.3417 ,18.1821 ,6.3744 ,3.7727 ,0.0000 ,1.3103 ,0.2715 ,0.2661 ,0.8574 ,8.0540 ,0.1120 ,9.1260 ,133.7540 ,34.8460 ,0.1242 ,0.0406 ,0.0796 ,0.4058 ,0.5027 ,0.3245 ,6.2143 ,0.5442 ,1.7818 ,36.5725 ,0.1617 ,0.0727 ,0.3154 ,1.0186 ,0.0357 ,0.5755 ,0.2019 ,0.0483 ,3.8261 ,4.3947 ,1.2913 ,1.9114 ,0.136219,0.547666,0.017913,0.096739,0.046040,0.049123,0.012820,0.006690,0.008483,0.141241,0.035315,0.004177,0.010148,0.008628,0.012167,0.005742,0.010958,0.000571,0.002796,0.003877,0.002398,0.019316,0.001964,0.080844,0.020495,0.001856,0.040954,0.008319,0.041133,0.039591,0.035670,0.080425,0.080425,0.247716,0.000081,0.012832,0.011412,0.001637,0.000355,0.006970,0.000001,0.005983,0.051478,6.655120,0.014462,0.004027,0.001075,0.005825,0.002305,0.004492,0.002425,0.078068,0.012673,0.015983
S21,0.32,2.40 ,19.97 ,14.86 ,1.90 ,1.78 ,0.16 ,8.32 ,0.79 ,0.74 ,5.11 ,11.13 ,14.2698 ,14.0462 ,3.6801 ,3.0695 ,0.0000 ,1.3582 ,0.2497 ,0.2386 ,0.8164 ,9.0590 ,0.0950 ,8.5670 ,113.8900 ,28.0770 ,0.0706 ,0.0361 ,0.0741 ,0.2591 ,0.3452 ,0.3144 ,3.8717 ,0.5033 ,1.3161 ,27.5726 ,0.1489 ,0.0688 ,0.2504 ,0.9520 ,0.0313 ,0.6265 ,0.1954 ,0.0375 ,4.1808 ,4.8611 ,1.2252 ,1.8250 ,0.104261,0.602357,0.083257,0.090669,0.035502,0.046797,0.032886,0.006007,0.011086,0.127305,0.028554,0.003773,0.008438,0.007344,0.012574,0.003156,0.012955,0.000534,0.002461,0.003726,0.010677,0.083266,0.001860,0.079043,0.022632,0.002047,0.044899,0.008760,0.031198,0.046322,0.036702,0.086086,0.086086,0.206088,0.001153,0.009677,0.006993,0.012137,0.002101,0.010342,0.001145,0.004933,0.042788,6.233154,0.011154,0.004753,0.004254,0.004914,0.001794,0.004257,0.002196,0.074383,0.009672,0.008710
S22,0.34,1.75 ,25.20 ,15.89 ,1.66 ,1.79 ,0.15 ,14.40 ,0.95 ,0.63 ,9.31 ,11.93 ,16.4915 ,14.2301 ,2.9380 ,3.0090 ,0.0000 ,1.5430 ,0.2930 ,0.2997 ,0.9484 ,10.0040 ,0.0710 ,8.0740 ,95.9770 ,20.0400 ,0.0895 ,0.0723 ,0.0626 ,0.2628 ,0.4212 ,0.2341 ,1.0901 ,0.2932 ,1.0013 ,27.4850 ,0.1509 ,0.0532 ,0.3036 ,0.7500 ,0.0575 ,0.7989 ,0.2195 ,0.0396 ,4.4280 ,5.9237 ,1.1697 ,6.0205 ,0.186600,0.996933,0.115189,0.080091,0.042307,0.056381,0.033187,0.005145,0.016823,0.111020,0.024959,0.003566,0.006126,0.005808,0.010090,0.001533,0.004539,0.000238,0.001341,0.041133,0.010886,0.060176,0.001879,0.079207,0.021335,0.001729,0.022812,0.005995,0.016792,0.309761,0.057924,0.028055,0.026915,0.173959,0.001441,0.009609,0.004230,0.066507,0.006079,0.010411,0.001346,0.002701,0.015292,4.730753,0.007532,0.003551,0.014133,0.002142,0.000818,0.002261,0.002034,0.077848,0.010703,0.013712
S23,0.44,1.82 ,24.83 ,14.55 ,1.78 ,2.16 ,0.11 ,13.64 ,0.98 ,0.59 ,10.28 ,19.64 ,33.5963 ,12.4675 ,4.5494 ,2.4356 ,0.0000 ,1.5116 ,0.2738 ,0.2411 ,0.7401 ,8.1950 ,0.0800 ,5.8010 ,102.8300 ,20.2460 ,0.0855 ,0.0311 ,0.0777 ,0.2933 ,0.3185 ,0.3607 ,1.6955 ,0.4312 ,1.2796 ,29.2926 ,0.1753 ,0.0768 ,0.2454 ,0.8585 ,0.0851 ,1.4661 ,0.2402 ,0.0501 ,4.7088 ,5.3969 ,1.2037 ,0.0064 ,0.175295,1.024044,0.110080,0.091832,0.047095,0.060996,0.035920,0.006930,0.018270,0.118917,0.025757,0.005007,0.007778,0.006977,0.010516,0.001166,0.005464,0.000281,0.001623,0.040655,0.010632,0.057876,0.001906,0.077909,0.022008,0.001835,0.027358,0.007792,0.021259,0.337274,0.060208,0.025750,0.022506,0.147713,0.001306,0.011845,0.004519,0.064126,0.005733,0.009880,0.001265,0.003124,0.020068,5.081759,0.010688,0.003823,0.011950,0.003022,0.001066,0.002070,0.002264,0.090834,0.011163,0.010828
S3,0.32,5.75 ,16.64 ,13.50 ,2.59 ,1.80 ,0.32 ,2.89 ,0.45 ,0.81 ,3.14 ,5.63 ,60.3051 ,16.3911 ,15.1565 ,1.8345 ,0.5075 ,1.9541 ,0.2198 ,0.3453 ,0.8235 ,4.6200 ,0.1070 ,4.1780 ,8.6270 ,1.8910 ,0.0908 ,0.0335 ,0.0399 ,0.2491 ,0.4430 ,0.2811 ,5.8103 ,0.4445 ,1.6025 ,13.7295 ,0.2539 ,0.0719 ,0.4139 ,2.4476 ,0.0668 ,1.9698 ,0.3469 ,0.1911 ,4.2648 ,4.4315 ,0.8686 ,0.5984 ,0.108205,0.334570,0.014722,0.060421,0.030811,0.014903,0.007865,0.005501,0.004461,0.128236,0.024486,0.004778,0.008995,0.007860,0.007786,0.005239,0.009728,0.000426,0.001769,0.016790,0.001891,0.016203,0.001552,0.050296,0.010949,0.001352,0.022113,0.005018,0.032077,0.067655,0.022466,0.033535,0.033535,0.165183,0.001551,0.010321,0.013158,0.013800,0.000308,0.001771,0.000001,0.006867,0.061762,9.349319,0.030412,0.005603,0.003514,0.002867,0.001705,0.004549,0.002119,0.022433,0.012971,0.014539
S4,0.32,4.10 ,19.62 ,17.50 ,2.36 ,1.62 ,0.40 ,4.79 ,0.58 ,0.89 ,2.12 ,4.05 ,102.7085 ,9.1290 ,10.7647 ,1.0718 ,0.3927 ,2.2668 ,0.2463 ,0.3922 ,0.6177 ,4.9680 ,0.0720 ,3.2050 ,2.1230 ,0.0000 ,0.0602 ,0.0279 ,0.0368 ,0.2100 ,0.3879 ,0.3318 ,2.9504 ,0.3179 ,1.7768 ,10.2020 ,0.2738 ,0.0653 ,0.6261 ,1.7607 ,0.0605 ,2.5100 ,0.2446 ,0.0645 ,5.5610 ,6.3151 ,0.7071 ,1.3660 ,0.042145,0.277036,0.014717,0.060402,0.030801,0.015037,0.007865,0.004010,0.002340,0.128195,0.024479,0.004776,0.008992,0.007858,0.004498,0.005237,0.003934,0.000235,0.000698,0.003723,0.001890,0.016198,0.001552,0.050280,0.010945,0.000785,0.013219,0.004387,0.015686,0.036251,0.026533,0.036800,0.036758,0.165130,0.000001,0.010318,0.013154,0.000898,0.000001,0.002978,0.000001,0.004750,0.045364,6.849920,0.013686,0.004396,0.000266,0.002177,0.000646,0.003458,0.002118,0.015643,0.012967,0.014535
S19,0.31,4.32 ,0.94 ,0.66 ,3.98 ,3.90 ,0.21 ,0.22 ,0.92 ,0.70 ,0.28 ,18.57 ,91.1400 ,22.5200 ,25.0800 ,3.5800 ,0.3300 ,0.5800 ,0.1500 ,0.1800 ,0.3900 ,0.1420 ,0.0120 ,0.1480 ,98.0910 ,33.2670 ,0.0762 ,0.0170 ,0.1146 ,0.2503 ,0.1403 ,0.0862 ,6.4060 ,0.3831 ,1.1102 ,52.1648 ,0.2518 ,0.1616 ,0.0500 ,1.5864 ,0.1063 ,2.1034 ,0.2805 ,0.1607 ,0.0897 ,0.0692 ,0.1330 ,0.0239 ,0.019597,0.144067,0.016837,0.014640,0.023650,0.000919,0.019993,0.009947,0.015159,0.167159,0.038313,0.010252,0.009566,0.007107,0.015426,0.002363,0.009017,0.000524,0.003522,0.045033,0.011073,0.006427,0.002066,0.033530,0.007342,0.003044,0.019010,0.007851,0.072518,0.089251,0.035491,0.029791,0.017362,0.133207,0.041620,0.027802,0.023339,0.031597,0.002459,0.009959,0.000519,0.008151,0.124737,7.964570,0.079128,0.010170,0.218468,0.030998,0.004014,0.005763,0.006032,0.165411,0.038212,0.022077
S56,0.32,2.75 ,0.72 ,0.56 ,3.64 ,3.64 ,3.00 ,0.26 ,1.32 ,0.78 ,0.16 ,1.21 ,65.5726 ,18.3279 ,36.7688 ,2.4881 ,0.0100 ,0.7243 ,0.0100 ,0.3663 ,0.4949 ,0.2490 ,0.0100 ,0.1350 ,44.7870 ,9.6720 ,0.0713 ,0.0628 ,0.0548 ,0.1639 ,0.1158 ,0.1420 ,6.9529 ,0.8941 ,1.0498 ,37.2702 ,0.1201 ,0.0810 ,0.0137 ,0.9964 ,0.0458 ,0.7815 ,0.0638 ,0.0833 ,0.0280 ,0.0356 ,0.0197 ,0.0016 ,0.019596,0.034259,0.021697,0.010049,0.012615,0.000001,0.013940,0.008099,0.000001,0.061726,0.009463,0.003022,0.005151,0.004510,0.008109,0.007215,0.004399,0.000481,0.001292,0.015205,0.004133,0.021706,0.000522,0.014055,0.001476,0.001903,0.023661,0.007155,0.070753,0.035644,0.006661,0.031419,0.031419,0.009028,0.005835,0.012706,0.008278,0.002723,0.001223,0.001979,0.000139,0.008378,0.098328,5.339810,0.038805,0.004037,0.128198,0.013967,0.002662,0.005154,0.004861,0.095256,0.012637,0.020264
S57,0.24,1.89 ,0.46 ,0.12 ,4.17 ,4.67 ,2.59 ,0.24 ,2.21 ,0.26 ,0.34 ,1.80 ,39.0077 ,21.4379 ,44.3374 ,3.0095 ,0.0100 ,0.6967 ,0.0100 ,0.3008 ,0.2816 ,0.2300 ,0.0100 ,0.1370 ,121.3470 ,23.5650 ,0.0593 ,0.0905 ,0.0869 ,0.1662 ,0.0767 ,0.0793 ,4.7642 ,1.2296 ,1.1996 ,42.6182 ,0.1445 ,0.0457 ,0.0011 ,0.7181 ,0.0236 ,0.6035 ,0.0335 ,0.1599 ,0.0228 ,0.0294 ,0.0086 ,0.0074 ,0.015367,0.035851,0.017432,0.007374,0.010611,0.000001,0.009262,0.008597,0.000082,0.060741,0.008925,0.002641,0.004279,0.003689,0.007964,0.005556,0.003463,0.000397,0.000838,0.013213,0.003688,0.017432,0.000490,0.011518,0.001068,0.001564,0.020114,0.005733,0.045955,0.029603,0.004892,0.023872,0.023872,0.009360,0.002594,0.013309,0.004984,0.001542,0.001827,0.001942,0.000155,0.007706,0.050227,3.595533,0.015095,0.003259,0.156349,0.020013,0.003049,0.004816,0.004513,0.129145,0.014064,0.015607
S64,0.2,1.74 ,1.92 ,1.02 ,3.13 ,4.09 ,3.79 ,1.10 ,1.80 ,0.53 ,0.90 ,1.08 ,35.1334 ,17.2119 ,29.1794 ,2.0785 ,1.4417 ,0.7005 ,0.0100 ,0.3117 ,0.4640 ,0.2880 ,0.0100 ,0.1070 ,23.4160 ,5.5660 ,0.0444 ,0.0440 ,0.0581 ,0.0955 ,0.0541 ,0.1278 ,5.5298 ,0.5651 ,0.7647 ,21.9694 ,0.1198 ,0.0912 ,0.0630 ,0.7835 ,0.0344 ,0.4721 ,0.0495 ,0.0626 ,0.0643 ,0.2879 ,0.0295 ,0.0239 ,0.021172,0.067899,0.032018,0.007848,0.032885,0.002922,0.019301,0.005952,0.004712,0.054490,0.009207,0.003214,0.004551,0.003648,0.006712,0.001330,0.002327,0.000253,0.001434,0.016749,0.003940,0.001930,0.000507,0.018840,0.001793,0.001256,0.009036,0.004967,0.039163,0.006755,0.017333,0.016195,0.031858,0.008624,0.010554,0.013665,0.006832,0.012522,0.001050,0.003680,0.000119,0.005835,0.044532,3.244887,0.029162,0.004907,0.191202,0.007752,0.000659,0.003515,0.003369,0.063221,0.008142,0.022509
S65,0.26,2.27 ,1.42 ,0.58 ,3.66 ,4.24 ,3.79 ,0.63 ,1.61 ,0.41 ,0.84 ,1.12 ,15.9416 ,5.9479 ,3.4928 ,0.8246 ,0.3516 ,1.8000 ,0.2674 ,0.4937 ,1.0608 ,0.2350 ,0.0100 ,0.0450 ,80.8440 ,14.5550 ,0.0407 ,0.0464 ,0.0706 ,0.1286 ,0.0668 ,0.1190 ,3.0171 ,0.6552 ,1.2307 ,37.1806 ,0.1129 ,0.0593 ,0.0346 ,0.8071 ,0.0340 ,0.4614 ,0.0472 ,0.0810 ,0.0375 ,0.1760 ,0.0253 ,0.0209 ,0.017938,0.053040,0.031872,0.006947,0.032280,0.001739,0.016471,0.008175,0.004092,0.054670,0.008314,0.002876,0.004313,0.003177,0.005998,0.002737,0.001902,0.000237,0.001263,0.012578,0.003349,0.031825,0.000435,0.013248,0.001235,0.001178,0.009819,0.004384,0.020806,0.004787,0.016440,0.016502,0.033469,0.009141,0.010911,0.014373,0.007745,0.009351,0.000835,0.003156,0.000244,0.006720,0.037712,2.958094,0.023255,0.005197,0.197762,0.011908,0.001096,0.003885,0.004101,0.118472,0.009783,0.024206
S10,0.1,7.03 ,0.00 ,0.00 ,5.78 ,4.14 ,1.57 ,0.10 ,0.82 ,0.10 ,0.01 ,2.64 ,55.6900 ,20.0000 ,83.9400 ,1.8900 ,0.3000 ,0.5900 ,0.1700 ,0.2700 ,0.2400 ,0.1530 ,0.0390 ,0.4220 ,51.1250 ,34.8050 ,0.0860 ,0.0179 ,0.0463 ,0.2124 ,0.1530 ,0.0771 ,0.5496 ,0.3907 ,0.7451 ,46.0961 ,0.4156 ,0.0844 ,0.3465 ,2.9486 ,0.0849 ,2.5628 ,0.1631 ,0.1458 ,0.0254 ,0.0521 ,0.0468 ,0.0128 ,0.009038,0.124532,0.011587,0.003795,0.017038,0.000049,0.006361,0.006531,0.007650,0.088756,0.032080,0.004009,0.005475,0.003449,0.006162,0.001251,0.005611,0.000305,0.002165,0.006236,0.005223,0.003295,0.000735,0.009130,0.001149,0.001589,0.005852,0.009414,0.003677,0.032309,0.019850,0.021478,0.045888,0.007044,0.028336,0.021948,0.004090,0.060954,0.003818,0.016237,0.000609,0.013204,0.253790,8.756265,0.071432,0.012209,0.183040,0.046980,0.006359,0.009147,0.016760,0.149136,0.009940,0.012097
S11,0.1,2.90 ,0.00 ,0.00 ,4.92 ,6.35 ,0.97 ,0.10 ,1.70 ,0.10 ,0.01 ,6.55 ,25.5305 ,14.1561 ,85.1996 ,1.7734 ,0.0100 ,0.5910 ,0.0100 ,0.1377 ,0.1791 ,0.0100 ,0.0320 ,0.0630 ,67.2760 ,7.0240 ,0.0699 ,0.1227 ,0.0442 ,0.2030 ,0.0732 ,0.0549 ,0.4630 ,0.3744 ,1.1736 ,43.3885 ,0.3263 ,0.1421 ,0.1104 ,0.8923 ,0.0887 ,1.5021 ,0.1913 ,0.1382 ,0.0243 ,0.0693 ,0.0636 ,0.0054 ,0.005020,0.064229,0.002225,0.006490,0.012116,0.000001,0.004565,0.005082,0.002477,0.106483,0.022630,0.007867,0.009617,0.008355,0.004027,0.001003,0.004074,0.000349,0.001411,0.004173,0.001599,0.002225,0.001179,0.015267,0.002654,0.002524,0.005854,0.005539,0.005950,0.020842,0.004926,0.053863,0.053863,0.008442,0.001189,0.024319,0.005246,0.001025,0.000051,0.003064,0.000010,0.009030,0.272141,5.762157,0.042403,0.004327,0.018963,0.045256,0.004674,0.004857,0.015737,0.113259,0.011074,0.019847
